householdId;personId;sex;age;license;car_avail;employed
4000124000;1016710100;m;45;yes;sometimes;true
4000124000;1152964400;m;7;no;never;false
4000124000;1510531700;f;42;no;never;true
4000131500;1473682600;f;72;no;never;false
4000137000;788648000;f;71;no;never;false
4000137000;932333900;m;75;yes;always;true
4000138400;1260233500;f;54;no;never;true
5000019800;904474200;m;57;yes;always;true
5000019800;1092637600;f;57;no;never;true
5000019800;1101590800;f;23;yes;always;true
5000035700;1091051600;m;11;no;never;false
5000035700;1559850500;f;41;yes;sometimes;false
5000046100;877661500;f;43;yes;always;true
5000046100;1322977900;m;16;no;never;true
5000046100;1357609000;f;20;no;never;false
5000049200;805486900;m;29;yes;always;true
5000049200;984966800;f;26;yes;always;true
5000060100;1086623800;f;47;yes;always;true
5000060100;1355040800;f;19;yes;sometimes;true
5000064000;1256161400;f;53;yes;always;true
5000064000;1347429500;m;56;yes;always;true
5000092600;1227973400;m;65;yes;always;false
5000107200;1376797500;m;21;no;never;true
5000116400;829429600;f;54;yes;always;false
5000116400;899062900;m;26;yes;always;true
5000116400;1591006100;m;50;yes;always;true
5000130700;1210104200;f;77;yes;always;false
6000014300;1237732700;f;35;yes;always;true
6000028700;822308400;m;15;no;never;true
6000028700;1232058200;f;46;yes;sometimes;false
6000028700;1560254400;f;17;no;never;true
6000032600;939546300;f;73;yes;always;false
7000034700;795390700;f;53;no;never;false
7000051700;1027117100;f;76;no;never;false
7000051700;1525398100;m;75;yes;always;false
9000006800;950222600;f;16;no;never;false
9000006800;1238600700;m;18;yes;always;true
9000006800;1261045000;f;55;yes;always;true
9000006800;1548016200;m;55;yes;always;true
9000014400;797694300;f;67;yes;always;false
9000020700;772680200;m;40;yes;always;true
9000020700;833268400;f;2;no;never;false
9000020700;1048066200;f;5;no;never;false
9000020700;1099117100;f;38;yes;always;true
9000020700;1124849500;f;7;no;never;false
9000025700;1298306600;m;37;yes;always;true
9000069300;810404000;f;6;no;never;false
9000069300;1218760500;f;2;no;never;false
9000069300;1329996200;f;25;yes;always;true
9000069300;1591415400;m;32;yes;always;true
9000069301;810404001;f;6;no;never;false
9000069301;1218760501;f;2;no;never;false
9000069301;1329996201;f;25;yes;never;false
9000069301;1591415401;m;32;yes;sometimes;true
9000075500;797994000;f;69;no;never;false
9000075500;1084595000;m;70;yes;always;true
9000075501;797994001;f;69;yes;always;false
9000075501;1084595001;m;70;yes;always;true
9000106000;1080050100;f;57;yes;always;true
9000106000;1458586900;m;61;yes;sometimes;true
9000106001;1080050101;f;57;yes;never;true
9000106001;1458586901;m;61;yes;always;true
9000124800;782130200;f;63;yes;never;false
9000124800;813879900;m;57;yes;always;true
9000124800;903655900;f;25;yes;sometimes;true
9000124800;1567730200;f;32;no;never;true
9000128000;1047197200;f;87;yes;always;false
9000131000;909220800;m;43;yes;sometimes;true
9000131000;1285352500;m;68;yes;always;true
9000131000;1454275600;f;66;no;never;false
9000132700;777893500;m;63;yes;always;true
9000132700;983256100;f;59;yes;always;true
9000139300;763603100;f;60;yes;always;true
9000150800;1104794100;f;38;no;never;false
9000173500;1208188300;f;11;no;never;false
9000173500;1338248700;m;6;no;never;false
9000173500;1602856300;f;49;yes;always;true
10000006800;954708200;f;44;yes;sometimes;false
10000006800;1015273200;m;50;yes;always;true
10000006800;1265616700;m;12;no;never;false
10000006800;1574811800;f;9;no;never;false
10000014600;847766300;f;64;yes;always;true
10000020000;1456399100;f;78;no;never;false
10000020000;1529900500;m;85;no;never;false
10000039200;915706000;f;73;no;never;false
10000039200;1618244700;m;73;no;never;false
10000039201;915706001;f;73;yes;sometimes;false
10000039201;1618244701;m;73;yes;always;false
10000042400;844012000;f;34;yes;always;true
10000042400;1099169200;m;10;no;never;false
10000042400;1163499600;f;12;no;never;false
10000042400;1268439400;f;59;yes;always;true
10000042400;1327277200;m;30;yes;sometimes;true
10000042400;1404772000;m;60;yes;always;true
10000042400;1618603100;m;40;yes;always;true
10000047700;803171200;m;69;yes;always;false
10000047700;1560902000;f;65;yes;always;false
10000058500;1267054000;f;59;yes;sometimes;true
10000065400;895643200;m;57;yes;always;true
10000065400;940922300;m;53;yes;always;true
10000067000;858991400;f;40;yes;always;false
10000067000;1026920000;m;38;no;never;true
10000071900;1094176600;f;65;yes;always;false
10000071900;1095462200;m;70;yes;always;true
10000076200;867807700;m;70;yes;always;true
10000076200;891012900;f;66;yes;always;false
10000095800;964478900;m;48;yes;never;false
10000095800;1079537600;f;43;yes;always;true
10000095800;1304946200;m;12;no;never;false
10000101300;1005890600;m;44;yes;always;true
10000101300;1229083500;m;43;yes;sometimes;true
10000107700;1119503700;f;31;yes;sometimes;false
10000107700;1269552500;m;34;yes;always;true
10000107700;1400118700;m;1;no;never;false
10000110100;1509276800;f;60;yes;sometimes;true
10000114300;860377500;f;60;yes;always;true
10000114300;919371900;m;63;yes;always;true
10000115100;808739500;f;64;yes;never;false
10000115100;838262200;m;35;yes;always;true
10000118400;1547513200;f;50;yes;always;true
10000118500;827026600;f;73;no;never;false
10000118500;1603104600;m;76;yes;sometimes;false
10000130500;1114032300;m;25;yes;always;true
10000130500;1508233000;f;22;yes;always;true
10000136500;1018897200;f;61;yes;always;false
10000139100;802649800;m;18;no;never;false
10000139100;1039923600;m;16;no;never;true
10000139100;1062602300;f;20;yes;always;true
10000139100;1093294100;f;41;no;never;false
10000139100;1510079200;m;40;yes;always;true
10000139700;834759100;f;40;yes;always;false
10000139700;1058001900;m;40;yes;always;true
10000139700;1190081100;m;17;no;never;false
10000139700;1542327600;f;8;no;never;false
10000156000;893338500;m;14;no;never;false
10000156000;904668500;m;19;no;never;true
10000156000;1441039400;m;53;yes;always;true
10000156000;1526579100;f;52;yes;never;true
10000169100;898329100;f;58;no;never;true
10000169100;980128100;m;39;yes;always;true
10000169100;1090886700;f;20;no;never;false
10000169100;1202466800;f;95;no;never;false
10000169100;1418398500;f;19;no;never;true
10000169100;1597443400;m;61;yes;always;true
10000177500;1187558500;m;54;yes;never;true
10000183200;1114516900;m;44;yes;always;true
10000183200;1577304600;m;61;yes;always;false
10000190400;1185832000;f;78;no;never;false
10000190400;1197659300;m;79;yes;always;false
11000010800;1222127400;m;56;yes;sometimes;true
11000010800;1339005100;m;24;yes;always;true
11000020600;1252144500;f;5;no;never;false
11000020600;1310151700;m;25;yes;sometimes;true
11000028300;852519000;m;61;yes;always;false
11000028300;1323725700;f;55;yes;always;true
11000029000;1458978100;f;24;yes;always;true
11000029000;1614694400;m;30;no;never;true
11000042100;946601200;f;71;no;never;false
11000042100;984823000;m;74;yes;always;false
11000046100;1139369600;m;62;yes;always;true
11000046100;1447854400;m;29;no;never;true
11000056900;999160600;m;79;yes;always;false
11000056900;1211202300;f;82;no;never;false
11000058500;832802900;m;63;yes;sometimes;true
11000058500;1372670800;f;61;yes;always;true
11000067700;1102577100;m;26;yes;always;true
11000067700;1589003000;f;54;yes;never;true
11000068200;1597180000;m;63;yes;always;true
11000069500;901266900;f;88;yes;always;false
11000075900;1003370100;m;69;yes;always;false
11000075900;1506027600;f;74;yes;always;false
11000086500;959523600;f;11;no;never;false
11000086500;1079500000;f;13;no;never;false
11000086500;1255775900;f;39;yes;always;true
11000091000;981094400;f;70;no;never;false
11000091000;1150157300;m;76;yes;always;false
12000011300;1247177800;m;81;no;never;false
12000024100;836930000;m;46;yes;sometimes;true
12000024100;857141700;m;16;no;never;false
12000024100;1133336700;m;14;no;never;false
12000024100;1192172100;f;12;no;never;false
12000024100;1491965600;f;12;no;never;false
12000024100;1570894000;f;42;yes;sometimes;true
13000006300;882211900;f;42;no;never;false
13000006300;916335500;m;42;yes;always;true
13000006300;1082593700;m;12;no;never;false
13000015400;1477445600;m;41;no;never;true
13000053100;1254497400;f;48;yes;always;true
13000053100;1448691300;m;54;yes;always;true
13000053100;1457586900;m;21;yes;always;true
13000053100;1550581000;f;8;no;never;false
13000061600;974184600;m;20;no;never;true
13000061600;1206125900;m;63;yes;always;true
13000061600;1522778500;f;59;yes;always;true
13000061600;1560502400;m;23;no;never;true
13000068000;1154790800;m;60;yes;sometimes;false
13000068000;1449816400;f;50;yes;always;true
13000076100;1099108600;m;52;yes;always;false
13000076100;1372456200;f;50;no;never;true
13000105800;941835500;m;64;yes;always;true
13000105800;1426421200;f;69;yes;always;false
13000117600;1065373900;f;36;yes;always;false
13000117600;1084991500;m;50;yes;always;true
13000117600;1091125800;m;4;no;never;false
13000117600;1183583600;m;2;no;never;false
13000130900;825822500;f;0;no;never;false
13000130900;1101985000;m;35;yes;always;true
13000130900;1372981200;f;5;no;never;false
13000130900;1542772900;f;28;yes;always;true
13000136800;1497638500;m;46;yes;always;true
13000137700;890951300;f;26;yes;always;true
13000137701;890951301;f;26;yes;always;true
14000028400;1333609600;m;1;no;never;false
14000028400;1395701300;f;37;yes;always;false
14000028400;1480207900;m;33;yes;always;true
14000039500;947051900;f;23;no;never;false
14000039500;1254069200;f;53;yes;sometimes;true
14000042100;1221124800;f;49;yes;always;true
14000042100;1293409500;m;51;yes;always;true
14000050800;1100019200;f;36;yes;always;false
14000050800;1270828500;m;35;yes;always;true
14000050800;1589159500;m;1;no;never;false
14000050801;1100019201;f;36;yes;sometimes;false
14000050801;1270828501;m;35;yes;always;false
14000050801;1589159501;m;1;no;never;false
14000054700;962297500;f;50;no;never;false
14000054700;1013632500;f;19;no;never;true
14000095700;808943000;m;60;yes;never;false
14000095700;929815400;f;70;no;never;false
14000095701;808943001;m;60;yes;always;true
14000095701;1378053001;m;71;yes;always;false
14000102800;917819500;f;36;no;never;true
14000102800;1163945100;m;39;yes;always;true
14000102800;1173024300;f;6;no;never;false
14000102800;1502441500;f;4;no;never;false
14000123600;1299204700;m;81;yes;always;false
14000123600;1537180500;f;79;no;never;false
14000126400;909900100;m;47;yes;always;true
14000126400;1089877900;f;12;no;never;false
14000126400;1093861000;f;44;yes;sometimes;false
14000126400;1416822300;m;16;no;never;true
14000148200;951585500;f;72;yes;always;false
14000148200;1156178100;m;74;yes;always;false
14000149300;1422147200;f;76;no;never;false
14000154300;818451400;m;40;yes;sometimes;true
14000160900;1080344500;f;64;yes;always;true
14000162000;836860500;m;12;no;never;false
14000162000;1208936700;f;15;no;never;false
14000162000;1304347700;f;44;yes;sometimes;true
14000162000;1395897000;m;46;yes;always;true
14000176400;872247100;f;61;yes;always;true
14000176400;1144174300;m;61;yes;sometimes;true
21000015900;992747000;f;40;yes;always;true
21000015900;1147102300;m;5;no;never;false
21000015900;1380496000;m;37;yes;always;true
21000015900;1588488600;m;3;no;never;false
22000004700;1387947500;f;44;yes;always;true
23000009700;1190069900;m;66;yes;always;true
23000009700;1250610800;f;63;yes;always;true
23000021200;1244296000;m;70;yes;sometimes;false
23000021200;1541657700;f;70;no;never;false
23000021201;1244296001;m;70;no;never;false
23000021201;1541657701;f;70;no;never;false
24000030000;879588600;f;42;yes;sometimes;false
24000030000;1044267200;m;16;no;never;true
24000030000;1221196200;m;46;yes;always;true
24000030000;1572377600;f;20;yes;sometimes;true
26000005200;1347707900;f;51;yes;never;false
26000019400;817740200;m;57;yes;always;false
26000019400;1452458600;f;55;yes;always;true
26000021900;1312369100;m;23;yes;always;true
26000021900;1606282500;f;24;yes;sometimes;true
27000010000;1243153900;f;35;yes;always;true
27000026700;911032100;m;47;yes;always;true
27000104301;1177756901;m;81;yes;never;false
27000124100;826978900;m;55;yes;always;true
27000138800;1062657200;m;18;no;never;true
28000004100;1162632400;f;42;yes;always;true
28000004100;1428529400;f;6;no;never;false
28000004100;1495656700;m;44;yes;never;true
28000042200;773863500;f;13;no;never;false
28000042200;1526507100;f;49;yes;sometimes;true
28000049600;1000377500;f;72;yes;always;false
28000049601;1000377501;f;72;yes;always;false
29000035800;857319400;m;62;yes;always;true
29000037600;997319000;m;32;yes;always;true
29000052600;1025567600;m;43;yes;always;true
30000011600;1348780500;f;69;yes;always;false
30000011600;1593353200;m;70;yes;never;false
30000015200;1420755300;f;74;yes;sometimes;true
30000015200;1610321400;m;77;yes;always;false
30000017300;777423900;m;24;yes;sometimes;true
30000017300;1042216000;f;57;yes;always;true
30000017300;1603492700;f;23;yes;sometimes;true
30000017301;777423901;m;24;yes;always;true
30000017301;1042216001;f;57;yes;always;true
30000017301;1603492701;f;23;yes;always;false
30000026100;784497300;f;83;no;never;false
30000026100;1430442000;m;84;no;never;false
30000041100;1604436900;m;56;yes;always;true
30000072600;870771000;m;21;yes;always;false
30000072600;1113002900;m;21;yes;always;true
31000026500;1190330500;m;31;yes;never;false
31000026500;1332773700;m;31;yes;always;true
31000026500;1398859500;m;26;yes;always;true
31000050200;1124322500;m;52;yes;always;true
31000050200;1427176900;f;50;yes;always;true
31000050200;1564505000;m;18;no;never;true
31000057700;1067988900;f;42;yes;always;true
31000057700;1544421300;m;47;yes;always;true
31000066800;1359450100;m;26;yes;sometimes;false
31000066800;1619684600;f;22;no;never;true
31000067100;1277497100;m;28;no;never;false
31000067100;1578327600;f;57;yes;sometimes;true
31000067200;1108432500;f;75;no;never;false
31000067200;1545268000;m;78;yes;always;false
31000078500;1449911300;m;54;yes;always;true
31000078700;978476000;m;67;yes;always;true
31000088300;913986800;f;14;no;never;false
31000088300;1389749300;f;43;yes;always;true
31000088300;1471843300;m;47;yes;always;true
32000017100;809616200;m;52;yes;always;true
32000017100;947939500;m;20;yes;always;true
32000017100;1258416600;f;53;no;never;false
33000042600;912349900;m;38;yes;always;true
33000042600;1390799500;f;43;yes;sometimes;true
33000050700;1071609800;m;63;yes;always;true
33000050700;1444601600;f;65;yes;always;false
33000066800;993517000;f;15;no;never;false
33000066800;1008792800;m;16;no;never;true
33000066800;1128121900;f;53;yes;always;true
34000003101;843045501;m;27;yes;sometimes;true
34000033200;1599098400;m;25;yes;sometimes;true
35000006000;1001969000;f;24;no;never;false
35000006000;1310737100;m;29;no;never;false
35000028600;818172900;m;62;yes;sometimes;true
35000028600;1057280000;f;62;yes;always;true
35000034100;1315142600;m;44;no;never;false
35000034100;1327083800;m;0;no;never;false
35000034100;1455708100;f;37;yes;sometimes;true
35000037300;838657100;m;21;no;never;false
35000037300;900376900;f;57;no;never;true
35000037300;981696400;m;31;yes;always;true
35000039400;918741200;f;55;no;never;true
35000039400;1437082800;m;54;yes;always;true
35000039400;1549177200;f;30;yes;always;true
35000056600;822344800;m;62;yes;sometimes;true
35000068300;965150600;f;28;yes;always;true
35000075800;1501920000;f;47;yes;sometimes;true
36000022400;1019873500;m;28;no;never;true
36000022400;1266442700;f;28;yes;sometimes;true
36000027600;1506217700;m;49;yes;always;true
36000027600;1511023100;f;73;yes;always;false
37000009600;1550303400;f;56;yes;always;true
37000013400;1299430200;f;55;yes;never;true
37000029300;1091516800;m;81;yes;always;false
37000029300;1502077400;f;80;yes;always;false
37000037900;899874200;m;10;no;never;false
37000037900;981082100;m;37;yes;always;true
37000037900;1361653800;f;40;yes;always;true
38000020800;762550900;f;74;no;never;false
38000059000;1329096800;f;42;yes;sometimes;true
38000059700;1056458900;m;14;no;never;false
38000059700;1233922700;m;42;yes;sometimes;true
39000003000;1481959200;m;63;yes;always;true
39000016600;1082070600;f;56;no;never;true
39000016600;1193210800;m;52;yes;always;true
39000032700;1327604900;f;58;yes;always;false
39000032700;1337858300;m;59;yes;always;true
40000017000;1459849800;f;55;yes;always;true
43000008700;781912800;m;69;yes;always;false
43000008700;1518368500;f;65;no;never;false
43000010800;821686800;f;55;yes;sometimes;true
43000010800;953339100;m;17;no;never;false
43000011300;1210131900;m;16;no;never;false
43000011300;1497889200;f;46;no;never;false
51000005300;1031594800;f;33;yes;always;true
51000005300;1353347000;m;30;yes;always;true
51000005300;1385076500;f;3;no;never;false
51000018100;1137915200;m;63;yes;always;true
51000018100;1265707900;f;55;no;never;true
51000019100;1261311900;m;39;yes;always;true
51000020900;1087772500;m;63;yes;always;true
51000020900;1440793900;f;64;yes;always;true
51000026000;1331497400;f;44;yes;always;true
51000026000;1396768800;m;61;yes;always;true
51000030100;1104825300;m;77;no;never;false
51000030100;1210644200;m;11;no;never;false
51000030100;1211952200;f;40;no;never;true
51000030100;1331085200;m;39;yes;always;true
51000030100;1443990000;f;18;yes;sometimes;true
51000047600;834792400;m;41;yes;always;true
51000047600;994628700;f;27;yes;always;true
51000047600;1088061800;m;8;no;never;false
51000047600;1191145700;m;7;no;never;false
51000051800;1451538100;f;82;no;never;false
51000051800;1535155800;m;81;yes;always;false
51000088500;1037014700;f;33;yes;sometimes;true
51000088500;1060282700;f;18;no;never;false
51000088500;1431036200;m;47;yes;sometimes;true
51000088500;1536494100;f;47;yes;always;false
51000090300;1094669000;f;49;yes;sometimes;true
51000090300;1575404800;m;47;yes;always;false
51000097900;905254600;f;46;yes;always;true
51000097900;1140647900;m;58;yes;always;true
51000097900;1198845000;m;69;yes;always;false
51000097900;1459047700;f;36;yes;always;true
51000097900;1527355400;f;58;yes;always;false
51000097900;1546420400;m;58;yes;always;true
51000126400;1019724300;f;82;no;never;false
51000131100;1046908400;f;11;no;never;false
51000131100;1117812800;f;43;no;never;false
51000131100;1209691000;m;45;yes;sometimes;true
51000131100;1246800600;f;13;no;never;false
51000152900;1354549600;m;81;yes;always;false
51000159900;965886900;m;42;no;never;false
51000161000;863625800;m;7;no;never;false
51000161000;1254010400;m;5;no;never;false
51000161000;1284350400;f;34;yes;sometimes;true
51000161000;1582425500;m;35;yes;never;true
52000000700;1134922700;m;61;yes;sometimes;true
52000003600;1021412600;f;36;yes;always;true
52000003600;1126619000;f;11;no;never;false
52000003600;1408609900;m;9;no;never;false
52000035200;1001154200;f;58;yes;always;true
52000035200;1568947300;f;25;yes;never;true
52000045100;1071850300;m;68;yes;always;false
52000045100;1389214900;f;51;yes;always;true
52000049000;1150723800;m;30;no;never;true
52000054200;874372900;m;43;yes;sometimes;true
52000054200;884659300;m;20;no;never;true
52000054200;1281627800;f;40;no;never;false
52000054200;1293014400;m;13;no;never;false
52000054200;1579088600;m;2;no;never;false
52000060400;1311472100;f;15;no;never;true
52000060400;1320201900;f;36;yes;always;false
52000060400;1394210100;m;39;yes;always;true
52000066300;869071800;m;34;yes;always;true
52000074400;1225549000;f;33;yes;always;true
52000084500;894127000;f;74;yes;sometimes;false
52000084500;1582825000;m;83;yes;always;false
52000138500;1462031100;m;65;no;never;true
52000145700;1091403200;f;72;yes;always;false
52000153100;1015120900;m;45;yes;always;true
52000159600;765049900;f;38;yes;always;true
52000159600;956230900;m;15;no;never;false
52000159600;1327298200;m;52;yes;always;true
52000159600;1523474400;m;64;yes;always;true
52000160600;1246891400;f;50;yes;never;true
52000169500;811642600;f;51;yes;sometimes;true
52000181900;893643500;f;73;yes;always;false
52000181900;1017870200;m;73;yes;always;false
52000199200;884019400;f;64;yes;always;true
52000199200;1524156800;m;67;yes;always;false
52000222300;1076410000;f;51;no;never;true
52000222300;1198666100;f;18;no;never;true
52000222300;1501805000;m;51;yes;sometimes;false
52000231500;1469409600;m;47;yes;always;true
52000250700;1102069600;m;38;yes;always;true
52000250700;1108244000;f;37;yes;sometimes;true
52000256200;810232400;f;28;no;never;false
52000256200;1211652100;m;32;yes;always;true
52000259300;1558005100;m;39;yes;always;true
52000266100;773383200;f;25;yes;sometimes;true
52000266100;815542800;m;59;yes;always;true
52000266100;841845900;f;30;yes;always;true
52000266100;1119928800;f;58;yes;always;true
52000266100;1146741900;m;5;no;never;false
52000266100;1388479600;m;32;yes;always;true
52000269400;789709100;f;57;yes;always;false
52000269400;1302571700;m;59;yes;sometimes;true
52000279500;1064935800;m;12;no;never;false
52000279500;1113676500;m;50;yes;never;true
52000279500;1207713300;f;43;yes;always;false
52000279500;1208423100;f;9;no;never;false
52000291100;1039077800;m;26;yes;always;true
52000291100;1344603700;f;24;yes;always;true
52000296400;801727900;m;49;yes;sometimes;false
52000296400;1251770200;m;15;no;never;false
52000296400;1418860400;m;17;no;never;true
52000296400;1476404700;f;9;no;never;false
52000296400;1481289700;f;49;yes;always;true
52000304000;787712900;m;45;yes;always;true
52000304000;870770100;f;53;no;never;false
52000304000;1512739000;m;11;no;never;false
52000312000;1141037500;f;58;yes;always;false
52000319800;1056474100;m;43;yes;always;true
52000319800;1191233100;f;3;no;never;false
52000319800;1194684100;f;41;no;never;true
52000319800;1197523400;m;9;no;never;false
52000319800;1526546500;m;6;no;never;false
52000350800;811854200;f;59;yes;always;true
52000350800;892171200;m;51;no;never;false
52000373400;1286044800;m;38;yes;sometimes;true
52000373400;1591526000;f;33;yes;always;true
